,Position,Stock,ISIN,Name
3,1354,VN0CSTB21111,CSTB2111,Công ty cổ phần Chứng khoán VnDirect
4,1355,VN0CSTB21129,CSTB2112,Công ty cổ phần Chứng khoán Bản Việt
5,1356,VN0CSTB22010,CSTB2201,Công ty Cổ phần Chứng khoán KIS Việt Nam
6,1357,VN000000CSV8,CSV,Công ty cổ phần Hóa chất Cơ bản miền Nam
7,1358,VN000000CT33,CT3,CTCP Đầu tư và Xây dựng Công trình 3
8,1359,VN000000CT58,CT5,Công ty Cổ phần 319.5
9,1360,VN000000CT66,CT6,Công ty Cổ phần Công trình 6
0,1361,VN000000CTA0,CTA,Công ty Cổ phần Vinavico
1,1362,VN000000CTB8,CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương
2,1363,VN000000CTC6,CTC,Công ty cổ phần Tập đoàn Hoàng Kim Tây Nguyên
3,1364,VN0CTCB19010,CTCB1901,Công ty cổ phần Chứng khoán MB
4,1365,VN0CTCB19028,CTCB1902,Công ty cổ phần Chứng khoán VnDirect
5,1366,VN0CTCB20018,CTCB2001,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
6,1367,VN0CTCB20026,CTCB2002,Công ty Cổ phần Chứng khoán SSI
7,1368,VN0CTCB20034,CTCB2003,Công ty cổ phần Chứng khoán Bản Việt
8,1369,VN0CTCB20042,CTCB2004,Công ty cổ phần Chứng khoán MB
9,1370,VN0CTCB20059,CTCB2005,Công ty Cổ phần Chứng khoán SSI
0,1371,VN0CTCB20067,CTCB2006,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1,1372,VN0CTCB20075,CTCB2007,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
2,1373,VN0CTCB20083,CTCB2008,Công ty cổ phần Chứng khoán MB
3,1374,VN0CTCB20091,CTCB2009,Công ty cổ phần Chứng khoán VnDirect
4,1375,VN0CTCB20109,CTCB2010,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
5,1376,VN0CTCB20117,CTCB2011,Công ty cổ phần Chứng khoán MB
6,1377,VN0CTCB20125,CTCB2012,Công ty Cổ phần Chứng khoán SSI
7,1378,VN0CTCB20133,CTCB2013,Công ty Cổ phần Chứng khoán SSI
8,1379,VN0CTCB21016,CTCB2101,Công ty TNHH Chứng khoán ACB
9,1380,VN0CTCB21024,CTCB2102,Công ty cổ phần Chứng khoán VnDirect
0,1381,VN0CTCB21032,CTCB2103,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1,1382,VN0CTCB21040,CTCB2104,Công ty cổ phần Chứng khoán MB
2,1383,VN0CTCB21057,CTCB2105,Công ty TNHH Chứng khoán ACB
3,1384,VN0CTCB21065,CTCB2106,Công ty Cổ phần Chứng khoán SSI
4,1385,VN0CTCB21073,CTCB2107,Công ty cổ phần Chứng khoán MB
5,1386,VN0CTCB21081,CTCB2108,Công ty cổ phần Chứng khoán Bản Việt
6,1387,VN0CTCB21099,CTCB2109,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
7,1388,VN0CTCB21107,CTCB2110,Công ty cổ phần Chứng khoán VnDirect
8,1389,VN0CTCB21115,CTCB2111,Công ty cổ phần Chứng khoán Ngân hàng Đầu tư và phát triển Việt Nam
9,1390,VN0CTCB21123,CTCB2112,Công ty Cổ phần Chứng khoán SSI
0,1391,VN0CTCH20015,CTCH2001,Công ty Cổ phần Chứng khoán KIS Việt Nam
1,1392,VN0CTCH20023,CTCH2002,Công ty Cổ phần Chứng khoán KIS Việt Nam
2,1393,VN0CTCH20031,CTCH2003,Công ty Cổ phần Chứng khoán KIS Việt Nam
3,1394,VN0CTCH21013,CTCH2101,Công ty Cổ phần Chứng khoán KIS Việt Nam
4,1395,VN0CTCH21021,CTCH2102,Công ty cổ phần Chứng khoán MB
5,1396,VN0CTCH21039,CTCH2103,Công ty Cổ phần Chứng khoán KIS Việt Nam
6,1397,VN000000CTD4,CTD,Công ty cổ phần Xây dựng Coteccons
7,1398,VN000000CTE2,CTE,Công ty cổ phần Hạ tầng viễn thông CMC
8,1399,VN000000CTF9,CTF,Công ty cổ phần City Auto
9,1400,VN000000CTG7,CTG,Ngân hàng Thương mại cổ phần Công thương Việt Nam
0,1401,VN0CTG121014,CTG12101,Ngân hàng Thương mại cổ phần Công thương Việt Nam
1,1402,VNCTG1210308,CTG121030,Ngân hàng Thương mại cổ phần Công thương Việt Nam
2,1403,VNCTG1210316,CTG121031,Ngân hàng Thương mại cổ phần Công thương Việt Nam
3,1404,VN000000CTI3,CTI,Công ty cổ phần Đầu tư Phát triển Cường Thuận IDICO
4,1405,VN000000CTM5,CTM,"Công ty cổ phần Đầu tư, Xây dựng và Khai thác mỏ VINAVICO"
5,1406,VN000000CTN3,CTN,Công ty Cổ phần Xây dựng Công trình ngầm
6,1407,VN000000CTP8,CTP,Công ty cổ phần Minh Khang Capital Trading Public
7,1408,VN0CTPB21018,CTPB2101,Công ty cổ phần Chứng khoán MB
8,1409,VN000000CTR4,CTR,Tổng Công ty cổ phần Công trình Viettel
9,1410,VN000000CTS2,CTS,Công ty cổ phần Chứng khoán Ngân hàng Công Thương Việt Nam
0,1411,VN000000CTT0,CTT,Công ty Cổ phần Chế tạo máy Vinacomin
1,1412,VN000000CTV6,CTV,Công ty cổ phần Đầu tư - sản xuất và Thương mại Việt Nam
2,1413,VN000000CTW4,CTW,Công ty cổ phần Cấp thoát nước Cần Thơ
3,1414,VN000000CTX2,CTX,Tổng công ty cổ phần Đầu tư xây dựng và Thương mại Việt Nam
4,1415,VN000000CVC2,CVC,Công ty cổ phần Cơ điện Vật tư
5,1416,VN000000CVH1,CVH,"Công ty cổ phần Công viên, Cây xanh Hải Phòng"
6,1417,VN0CVHM19012,CVHM1901,Công ty Cổ phần Chứng khoán KIS Việt Nam
7,1418,VN0CVHM19020,CVHM1902,Công ty Cổ phần Chứng khoán SSI
8,1419,VN0CVHM19038,CVHM1903,Công ty cổ phần Chứng khoán MB
9,1420,VN0CVHM20010,CVHM2001,Công ty Cổ phần Chứng khoán KIS Việt Nam
0,1421,VN0CVHM20028,CVHM2002,Công ty Cổ phần Chứng khoán SSI
1,1422,VN0CVHM20036,CVHM2003,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
2,1423,VN0CVHM20044,CVHM2004,Công ty Cổ phần Chứng khoán KIS Việt Nam
3,1424,VN0CVHM20051,CVHM2005,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
4,1425,VN0CVHM20069,CVHM2006,Công ty Cổ phần Chứng khoán KIS Việt Nam
5,1426,VN0CVHM20077,CVHM2007,Công ty Cổ phần Chứng khoán SSI
6,1427,VN0CVHM20085,CVHM2008,Công ty Cổ phần Chứng khoán KIS Việt Nam
7,1428,VN0CVHM20093,CVHM2009,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
8,1429,VN0CVHM20101,CVHM2010,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
9,1430,VN0CVHM21018,CVHM2101,Công ty Cổ phần Chứng khoán KIS Việt Nam
0,1431,VN0CVHM21026,CVHM2102,Công ty cổ phần Chứng khoán VnDirect
1,1432,VN0CVHM21034,CVHM2103,Công ty cổ phần Chứng khoán MB
2,1433,VN0CVHM21042,CVHM2104,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
3,1434,VN0CVHM21059,CVHM2105,Công ty cổ phần Chứng khoán MB
4,1435,VN0CVHM21067,CVHM2106,Công ty Cổ phần Chứng khoán KIS Việt Nam
5,1436,VN0CVHM21075,CVHM2107,Công ty Cổ phần Chứng khoán SSI
6,1437,VN0CVHM21083,CVHM2108,Công ty cổ phần Chứng khoán MB
7,1438,VN0CVHM21091,CVHM2109,Công ty cổ phần Chứng khoán Bản Việt
8,1439,VN0CVHM21109,CVHM2110,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
9,1440,VN0CVHM21117,CVHM2111,Công ty Cổ phần Chứng khoán KIS Việt Nam
0,1441,VN0CVHM21125,CVHM2112,Công ty cổ phần Chứng khoán VnDirect
1,1442,VN0CVHM21133,CVHM2113,Công ty Cổ phần Chứng khoán SSI
2,1443,VN0CVHM21141,CVHM2114,Công ty Cổ phần Chứng khoán KIS Việt Nam
3,1444,VN0CVHM21158,CVHM2115,Công ty TNHH Chứng khoán ACB
4,1445,VN0CVHM22016,CVHM2201,Công ty Cổ phần Chứng khoán KIS Việt Nam
5,1446,VN0CVIC19011,CVIC1901,Công ty Cổ phần Chứng khoán KIS Việt Nam
6,1447,VN0CVIC19029,CVIC1902,Công ty Cổ phần Chứng khoán SSI
7,1448,VN0CVIC19037,CVIC1903,Công ty Cổ phần Chứng khoán KIS Việt Nam
8,1449,VN0CVIC20019,CVIC2001,Công ty Cổ phần Chứng khoán KIS Việt Nam
9,1450,VN0CVIC20027,CVIC2002,Công ty Cổ phần Chứng khoán KIS Việt Nam
0,1451,VN0CVIC20035,CVIC2003,Công ty Cổ phần Chứng khoán KIS Việt Nam
1,1452,VN0CVIC20043,CVIC2004,Công ty Cổ phần Chứng khoán KIS Việt Nam
2,1453,VN0CVIC20050,CVIC2005,Công ty Cổ phần Chứng khoán KIS Việt Nam
3,1454,VN0CVIC20068,CVIC2006,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
4,1455,VN0CVIC20076,CVIC2007,Công ty Cổ phần Chứng khoán KIS Việt Nam
5,1456,VN0CVIC21017,CVIC2101,Công ty Cổ phần Chứng khoán KIS Việt Nam
6,1457,VN0CVIC21025,CVIC2102,Công ty cổ phần Chứng khoán MB
7,1458,VN0CVIC21033,CVIC2103,Công ty Cổ phần Chứng khoán KIS Việt Nam
8,1459,VN0CVIC21041,CVIC2104,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
9,1460,VN0CVIC21058,CVIC2105,Công ty Cổ phần Chứng khoán SSI
0,1461,VN0CVIC21066,CVIC2106,Công ty Cổ phần Chứng khoán KIS Việt Nam
1,1462,VN0CVIC21074,CVIC2107,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
2,1463,VN0CVIC21082,CVIC2108,Công ty Cổ phần Chứng khoán KIS Việt Nam
3,1464,VN0CVIC21090,CVIC2109,Công ty cổ phần Chứng khoán Bản Việt
4,1465,VN0CVIC21108,CVIC2110,Công ty cổ phần Chứng khoán MB
5,1466,VN0CVIC22015,CVIC2201,Công ty Cổ phần Chứng khoán KIS Việt Nam
6,1467,VN0CVJC19019,CVJC1901,Công ty Cổ phần Chứng khoán KIS Việt Nam
7,1468,VN0CVJC19027,CVJC1902,Công ty Cổ phần Chứng khoán SSI
8,1469,VN0CVJC20017,CVJC2001,Công ty Cổ phần Chứng khoán KIS Việt Nam
9,1470,VN0CVJC20025,CVJC2002,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
0,1471,VN0CVJC20033,CVJC2003,Công ty Cổ phần Chứng khoán KIS Việt Nam
1,1472,VN0CVJC20041,CVJC2004,Công ty Cổ phần Chứng khoán KIS Việt Nam
2,1473,VN0CVJC20058,CVJC2005,Công ty Cổ phần Chứng khoán SSI
3,1474,VN0CVJC20066,CVJC2006,Công ty Cổ phần Chứng khoán KIS Việt Nam
4,1475,VN0CVJC21015,CVJC2101,Công ty Cổ phần Chứng khoán SSI
5,1476,VN0CVJC21023,CVJC2102,Công ty Cổ phần Chứng khoán KIS Việt Nam
6,1477,VN0CVJC21031,CVJC2103,Công ty Cổ phần Chứng khoán KIS Việt Nam
7,1478,VN000000CVN9,CVN,Công ty cổ phần Vinam
8,1479,VN0CVNM19010,CVNM1901,Công ty Cổ phần Chứng khoán KIS Việt Nam
9,1480,VN0CVNM19028,CVNM1902,Công ty Cổ phần Chứng khoán KIS Việt Nam
0,1481,VN0CVNM19036,CVNM1903,Công ty Cổ phần Chứng khoán SSI
1,1482,VN0CVNM19044,CVNM1904,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
2,1483,VN0CVNM19051,CVNM1905,Công ty cổ phần Chứng khoán MB
3,1484,VN0CVNM19069,CVNM1906,Công ty cổ phần Chứng khoán VnDirect
4,1485,VN0CVNM20018,CVNM2001,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
5,1486,VN0CVNM20026,CVNM2002,Công ty Cổ phần Chứng khoán KIS Việt Nam
6,1487,VN0CVNM20034,CVNM2003,Công ty cổ phần Chứng khoán MB
7,1488,VN0CVNM20042,CVNM2004,Công ty Cổ phần Chứng khoán SSI
8,1489,VN0CVNM20059,CVNM2005,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
9,1490,VN0CVNM20067,CVNM2006,Công ty Cổ phần Chứng khoán KIS Việt Nam
0,1491,VN0CVNM20075,CVNM2007,Công ty Cổ phần Chứng khoán KIS Việt Nam
1,1492,VN0CVNM20083,CVNM2008,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
2,1493,VN0CVNM20091,CVNM2009,Công ty cổ phần Chứng khoán MB
3,1494,VN0CVNM20109,CVNM2010,Công ty Cổ phần Chứng khoán SSI
4,1495,VN0CVNM20117,CVNM2011,Công ty Cổ phần Chứng khoán KIS Việt Nam
5,1496,VN0CVNM20125,CVNM2012,Công ty cổ phần Chứng khoán VnDirect
6,1497,VN0CVNM20133,CVNM2013,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
7,1498,VN0CVNM20141,CVNM2014,Công ty cổ phần Chứng khoán Bản Việt
8,1499,VN0CVNM20158,CVNM2015,Công ty cổ phần Chứng khoán MB
9,1500,VN0CVNM20166,CVNM2016,Công ty Cổ phần Chứng khoán KIS Việt Nam
0,1501,VN0CVNM21016,CVNM2101,Công ty Cổ phần Chứng khoán KIS Việt Nam
1,1502,VN0CVNM21024,CVNM2102,Công ty cổ phần Chứng khoán VnDirect
2,1503,VN0CVNM21032,CVNM2103,Công ty cổ phần Chứng khoán MB
3,1504,VN0CVNM21040,CVNM2104,Công ty cổ phần Chứng khoán MB
4,1505,VN0CVNM21057,CVNM2105,Công ty Cổ phần Chứng khoán KIS Việt Nam
5,1506,VN0CVNM21065,CVNM2106,Công ty cổ phần Chứng khoán Bản Việt
6,1507,VN0CVNM21073,CVNM2107,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
7,1508,VN0CVNM21081,CVNM2108,Công ty TNHH Chứng khoán ACB
8,1509,VN0CVNM21099,CVNM2109,Công ty Cổ phần Chứng khoán SSI
9,1510,VN0CVNM21107,CVNM2110,Công ty cổ phần Chứng khoán MB
0,1511,VN0CVNM21115,CVNM2111,Công ty Cổ phần Chứng khoán KIS Việt Nam
1,1512,VN0CVNM21123,CVNM2112,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
2,1513,VN0CVNM21131,CVNM2113,Công ty Cổ phần Chứng khoán KIS Việt Nam
3,1514,VN0CVNM21149,CVNM2114,Công ty cổ phần Chứng khoán Bản Việt
4,1515,VN0CVNM22014,CVNM2201,Công ty Cổ phần Chứng khoán KIS Việt Nam
5,1516,VN0CVPB19018,CVPB1901,Công ty cổ phần Chứng khoán VnDirect
6,1517,VN0CVPB20016,CVPB2001,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
7,1518,VN0CVPB20024,CVPB2002,Công ty cổ phần Chứng khoán VPS
8,1519,VN0CVPB20032,CVPB2003,Công ty cổ phần Chứng khoán Bản Việt
9,1520,VN0CVPB20040,CVPB2004,Công ty Cổ phần Chứng khoán SSI
0,1521,VN0CVPB20057,CVPB2005,Công ty cổ phần Chứng khoán MB
1,1522,VN0CVPB20065,CVPB2006,Công ty Cổ phần Chứng khoán SSI
2,1523,VN0CVPB20073,CVPB2007,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
3,1524,VN0CVPB20081,CVPB2008,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
4,1525,VN0CVPB20099,CVPB2009,Công ty cổ phần Chứng khoán MB
5,1526,VN0CVPB20107,CVPB2010,Công ty cổ phần Chứng khoán VnDirect
6,1527,VN0CVPB20115,CVPB2011,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
7,1528,VN0CVPB20123,CVPB2012,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
8,1529,VN0CVPB20131,CVPB2013,Công ty cổ phần Chứng khoán Bản Việt
9,1530,VN0CVPB20149,CVPB2014,Công ty cổ phần Chứng khoán MB
0,1531,VN0CVPB20156,CVPB2015,Công ty Cổ phần Chứng khoán SSI
1,1532,VN0CVPB20164,CVPB2016,Công ty Cổ phần Chứng khoán SSI
2,1533,VN0CVPB20172,CVPB2017,Công ty Cổ phần Chứng khoán KIS Việt Nam
3,1534,VN0CVPB21014,CVPB2101,Công ty cổ phần Chứng khoán VnDirect
4,1535,VN0CVPB21022,CVPB2102,Công ty cổ phần Chứng khoán MB
5,1536,VN0CVPB21030,CVPB2103,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
6,1537,VN0CVPB21048,CVPB2104,Công ty cổ phần Chứng khoán MB
7,1538,VN0CVPB21055,CVPB2105,Công ty Cổ phần Chứng khoán KIS Việt Nam
8,1539,VN0CVPB21063,CVPB2106,Công ty Cổ phần Chứng khoán SSI
9,1540,VN0CVPB21071,CVPB2107,Công ty cổ phần Chứng khoán Bản Việt
0,1541,VN0CVPB21089,CVPB2108,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
1,1542,VN0CVPB21097,CVPB2109,Công ty cổ phần Chứng khoán VnDirect
2,1543,VN0CVPB21105,CVPB2110,Công ty cổ phần Chứng khoán Ngân hàng Đầu tư và phát triển Việt Nam
3,1544,VN0CVPB21113,CVPB2111,Công ty cổ phần Chứng khoán MB
4,1545,VN0CVRE19018,CVRE1901,Công ty Cổ phần Chứng khoán KIS Việt Nam
5,1546,VN0CVRE19026,CVRE1902,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
6,1547,VN0CVRE19034,CVRE1903,Công ty Cổ phần Chứng khoán KIS Việt Nam
7,1548,VN0CVRE19042,CVRE1904,Công ty cổ phần Chứng khoán MB
8,1549,VN0CVRE20016,CVRE2001,Công ty Cổ phần Chứng khoán KIS Việt Nam
9,1550,VN0CVRE20024,CVRE2002,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
0,1551,VN0CVRE20032,CVRE2003,Công ty Cổ phần Chứng khoán KIS Việt Nam
1,1552,VN0CVRE20040,CVRE2004,Công ty Cổ phần Chứng khoán KIS Việt Nam
2,1553,VN0CVRE20057,CVRE2005,Công ty Cổ phần Chứng khoán SSI
3,1554,VN0CVRE20065,CVRE2006,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
4,1555,VN0CVRE20073,CVRE2007,Công ty Cổ phần Chứng khoán KIS Việt Nam
5,1556,VN0CVRE20081,CVRE2008,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
6,1557,VN0CVRE20099,CVRE2009,Công ty Cổ phần Chứng khoán KIS Việt Nam
7,1558,VN0CVRE20107,CVRE2010,Công ty Cổ phần Chứng khoán KIS Việt Nam
8,1559,VN0CVRE20115,CVRE2011,Công ty Cổ phần Chứng khoán KIS Việt Nam
9,1560,VN0CVRE20123,CVRE2012,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
0,1561,VN0CVRE20131,CVRE2013,Công ty Cổ phần Chứng khoán SSI
1,1562,VN0CVRE20149,CVRE2014,Công ty Cổ phần Chứng khoán SSI
2,1563,VN0CVRE20156,CVRE2015,Công ty cổ phần Chứng khoán MB
3,1564,VN0CVRE21014,CVRE2101,Công ty Cổ phần Chứng khoán KIS Việt Nam
4,1565,VN0CVRE21022,CVRE2102,Công ty cổ phần Chứng khoán VnDirect
5,1566,VN0CVRE21030,CVRE2103,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
6,1567,VN0CVRE21048,CVRE2104,Công ty cổ phần Chứng khoán MB
7,1568,VN0CVRE21055,CVRE2105,Công ty TNHH Chứng khoán ACB
8,1569,VN0CVRE21063,CVRE2106,Công ty Cổ phần Chứng khoán SSI
9,1570,VN0CVRE21071,CVRE2107,Công ty Cổ phần Chứng khoán KIS Việt Nam
0,1571,VN0CVRE21089,CVRE2108,Công ty cổ phần Chứng khoán MB
1,1572,VN0CVRE21097,CVRE2109,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
2,1573,VN0CVRE21105,CVRE2110,Công ty Cổ phần Chứng khoán KIS Việt Nam
3,1574,VN0CVRE21113,CVRE2111,Công ty cổ phần Chứng khoán VnDirect
4,1575,VN0CVRE21121,CVRE2112,Công ty Cổ phần Chứng khoán SSI
5,1576,VN0CVRE21139,CVRE2113,Công ty Cổ phần Chứng khoán KIS Việt Nam
6,1577,VN0CVRE21147,CVRE2114,Công ty cổ phần Chứng khoán Bản Việt
7,1578,VN000000CVT6,CVT,Công ty cổ phần CMC
8,1579,VN000000CX86,CX8,Công ty cổ phần Đầu tư và Xây lắp Constrexim số 8
9,1580,VN000000CXC8,CXC,Công ty cổ phần Cầu Xây
0,1581,VN000000CXH7,CXH,Công ty cổ phần xe khách Hà Nội
1,1582,VN000000CYC6,CYC,CTCP Gạch Men Chang Yih
2,1583,VN000000CZC3,CZC,Công ty cổ phần Than Miền Trung
3,1584,VN000000D117,D11,Công ty cổ phần Địa ốc 11
4,1585,VN000000D265,D26,CTCP Quản lý và Xây dựng đường bộ 26
5,1586,VN000000D2D0,D2D,Công ty CP Phát triển Đô thị Công nghiệp số 2
6,1587,VN000000DAB6,DAB,Ngân hàng TMCP Đại Á
7,1588,VN000000DAC4,DAC,Công ty cổ phần Viglacera Đông Anh
8,1589,VN000000DAD2,DAD,Công ty cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng
9,1590,VN000000DAE0,DAE,Công ty Cổ phần Sách giáo dục tại Tp. Đà Nẵng
0,1591,VN000000DAG5,DAG,Công ty cổ phần Tập đoàn Nhựa Đông Á
1,1592,VN000000DAH3,DAH,Công ty cổ phần Tập đoàn Khách sạn Đông Á
2,1593,VN000000DAN1,DAN,Công ty cổ phần Dược Danapha
3,1594,VN000000DAP6,DAP,Công ty Cổ phần Đông Á
4,1595,VN000000DAR2,DAR,Công ty cổ phần Xe lửa Dĩ An
5,1596,VN000000DAS0,DAS,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng
6,1597,VN000000DAT8,DAT,Công ty cổ phần Đầu tư Du lịch và Phát triển Thủy sản
7,1598,VN000000DBC2,DBC,Công ty Cổ phần Tập đoàn DABACO Việt Nam
8,1599,VN000000DBD0,DBD,Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar)
9,1600,VN000000DBF5,DBF,Công ty cổ phần Lương thực Đông Bắc
0,1601,VN000000DBH1,DBH,Công ty cổ phần Đường bộ Hải Phòng
1,1602,VN000000DBM1,DBM,CTCP Dược - Vật tư y tế Đắk Lắk
2,1603,VN000000DBT6,DBT,CTCP Dược phẩm Bến Tre
3,1604,VN000000DBV2,DBV,Công ty cổ phần Quản lý và Sửa chữa đường bộ Vĩnh Phúc
4,1605,VN000000DBW0,DBW,Công ty cổ phần Cấp nước Điện Biên
5,1606,VN000000DC15,DC1,CTCP Đầu tư Phát triển Xây dựng Số 1
6,1607,VN000000DC23,DC2,CTCP Đầu tư Phát triển - Xây dựng (DIC) Số 2
7,1608,VN000000DC49,DC4,Công ty Cổ phần Xây dựng DIC Holdings
8,1609,VN000000DCC0,DCC,CTCP Xây Dựng Công Nghiệp
9,1610,VN000000DCD8,DCD,CTCP Du lịch và Thương mại DIC
0,1611,VN000000DCF3,DCF,Công ty cổ phần Xây dựng và Thiết kế số 1
